Agency,Sub_County,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Abec Real Estate,Dagoretti North,"Naivasha Road, Naivasha Road","KSh 40,000",/listings/2-bedroom-apartment-for-rent-naivasha-road-3447862,2,2,2
Homekenya24,Kiambaa,Ruaka,"KSh 40,000",/listings/2-bedroom-apartment-for-rent-ruaka-3464039,2,2,2
Acurate Homes Limited,Dagoretti North,"Mbaazi Avenue, Lavington","KSh 40,000",/listings/1-bedroom-apartment-for-rent-lavington-3396051,1,1,1
Havilaplus Estates Ltd,Langata,"Karen-Dagoretti Road, Karen","KSh 40,000",/listings/2-bedroom-apartment-for-rent-karen-3453279,2,2,2
Unique Casles Management Ltd,Kangundo,Koma Rock,"KSh 40,000",/listings/3-bedroom-apartment-for-rent-koma-rock-3462957,3,3,2
Axis Assets Limited,Kiambaa,Ruaka,"KSh 40,000",/listings/2-bedroom-apartment-for-rent-ruaka-3441517,2,2,2
Property Matrix,Athi River,"Mombasa Rd, Syokimau","KSh 40,000",/listings/3-bedroom-apartment-for-rent-syokimau-3465999,3,3,2
Axis Assets Limited,Kiambaa,Ruaka,"KSh 42,000",/listings/3-bedroom-apartment-for-rent-ruaka-3426690,3,3,2
Habitat Realtors International Ltd,Dagoretti South,"Riara Heights, Naivasha Road, Dagoretti Corner","KSh 42,500",/listings/2-bedroom-apartment-for-rent-dagoretti-corner-3461816,35,2,1
Mazz Prestines,Roysambu,"Garden Estate Rd, Garden Estate","KSh 43,000",/listings/2-bedroom-apartment-for-rent-garden-estate-3411099,2,2,2
Havilaplus Estates Ltd,Thika Road,"USIU, SAFARI PARK AREA, Safari Park, Thika Road, Thika Road","KSh 43,000",/listings/2-bedroom-apartment-for-rent-thika-road-1-3432207,2,2,3
Axis Assets Limited,Kiambaa,"Ruaka, Ruaka, Ruaka","KSh 43,000",/listings/2-bedroom-apartment-for-rent-ruaka-3465423,2,2,2
Abec Real Estate,Dagoretti North,Naivasha Road,"KSh 43,500",/listings/2-bedroom-apartment-for-rent-naivasha-road-3423856,2,2,2
City Homes Kenya Real Estate,Starehe,"Gala lane, Ngara","KSh 44,000",/listings/2-bedroom-apartment-for-rent-ngara-3466486,2,2,1
Phillavilla,Mombasa Road,Mombasa Road,"KSh 44,000",/listings/2-bedroom-apartment-for-rent-3463302,2,2,4
Opus Properties,Ngong Road,"Ngong Racecourse, Ngong Road","KSh 45,000",/listings/1-bedroom-apartment-for-rent-3467213,1,1,1
Swiveltrend Ltd,Kiambaa,"Limuru Road, Ruaka","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3417648,20235,2,2
Canaan Properties,Dagoretti North,Naivasha Road,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3461536,3,3,2
Habitat Realtors International Ltd,Roysambu,"Kamiti Road, Jacaranda Gardens, Kahawa West","KSh 45,000",/listings/2-bedroom-apartment-for-rent-kahawa-west-3461868,95,2,2
Diamond City Villas,Langata,"2, Karen road, Karen","KSh 45,000",/listings/2-bedroom-apartment-for-rent-karen-3468084,4500,2,2
Range Wide Properties,Dagoretti North,Kileleshwa,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463017,2,2,2
Homekenya24,Kiambaa,Ruaka,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-ruaka-3426943,3,3,
Miamu Properties Limited,Kiambaa,Ruaka,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3438472,2,2,
Buy Rent Shelters,Westlands,"New Kitisuru, Kitisuru","KSh 45,000",/listings/3-bedroom-apartment-for-rent-kitisuru-3462512,3,3,2
Pmc Estates Limited,Langata,Nairobi West,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-nairobi-west-3454418,2,2,
Rescom Ventures Ltd,Kasarani,Kasarani Area,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-kasarani-area-3457407,3,3,
Civic Capital,Athi River,Syokimau,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-syokimau-3420636,3,3,
Civic Capital,Athi River,Syokimau,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-syokimau-3420636,3,3,
Apricotsolutions Limited,Starehe,"Chambers Road, Ngara","KSh 45,000",/listings/3-bedroom-apartment-for-rent-parklands-3449834,3,3,
Homekenya24,Thindigua,Thindigua,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-3457162,2,2,2
Homekenya24,Kiambaa,Ruaka,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3467996,2,2,2
Kimachas Enterprises,Nyali,"Nyali cinemax, Cinemax nyali, Ziwa La Ngombe","KSh 45,000",/listings/3-bedroom-apartment-for-rent-ziwa-la-ngombe-3463471,2500,3,2
Acurate Homes Limited,Langata,Langata Area,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-langata-area-3403957,2,2,2
Acurate Homes Limited,Langata,Langata Area,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-langata-area-3440951,2,2,2
Shingles Kenya Limited,Dagoretti North,"Chalbi Drive, Lavington","KSh 45,000",/listings/furnished-1-bedroom-apartment-for-rent-lavington-3437527,1,1,1
Pmc Estates Limited,Embakasi,Imara Daima,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-imara-daima-3459616,3,3,
Civic Capital,Athi River,Syokimau,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-syokimau-3467849,3,3,4
Apogee Realty Homes,Kiambu Road,Kiambu Road,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-2-3450420,2,2,2
Opus Properties,Kiambu Constituency,"Juja farm road, Juja","KSh 45,000",/listings/4-bedroom-apartment-for-rent-juja-3466164,4,4,4
Swiveltrend Ltd,Kiambaa,"Limuru Road, Ruaka","KSh 45,000",/listings/3-bedroom-apartment-for-rent-ruaka-3404435,4000,3,2
Swiveltrend Ltd,Kiambaa,"Limuru road, Ruaka","KSh 45,000",/listings/2-bedroom-apartment-for-rent-ruaka-3462471,1,2,2
Tuvilani Ventures Enterprice,Nyali,"Nyali beach road, Beach road nyali, Nyali Area","KSh 45,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466359,3,3,3
Fairdeal Properties Limited,Ngong Road,Ngong Road,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-ngong-road-3397459,2,2,1
Vaal Real Estate,Dagoretti North,"Mandera Road, Kileleshwa","KSh 45,000",/listings/1-bedroom-apartment-for-rent-kileleshwa-3460235,35,1,1
Acurate Homes Limited,Langata,Langata Area,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-langata-area-3380550,2,2,
Ever Forgarden,Dagoretti North,"Denis Pritt, Kilimani","KSh 45,000",/listings/1-bedroom-apartment-for-rent-kilimani-3467108,1,1,1
Mazz Prestines,Westlands,Parklands,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-parklands-3418072,2,2,
Havilaplus Estates Ltd,Langata,Karen,"KSh 45,000",/listings/3-bedroom-apartment-for-rent-karen-3423640,3,3,
Havilaplus Estates Ltd,Kiambu Road,Kiambu Road,"KSh 45,000",/listings/2-bedroom-apartment-for-rent-kiambu-road-3446751,2,2,2
Blue Falcon Estate Agent,Westlands,"Highridge, Parklands","KSh 45,000",/listings/2-bedroom-apartment-for-rent-parklands-3423667,2,2,
Tussy Realtors,Westlands,"Thiong'o Road, Mountain View","KSh 45,000",/listings/3-bedroom-apartment-for-rent-mountain-view-3468606,3,3,2
Tussy Realtors,Westlands,"Thiong'o, Mountain View","KSh 45,000",/listings/3-bedroom-apartment-for-rent-mountain-view-3468607,3,3,2
Trisums Investments Company Limited,Kiambu Road,Kiambu Road,"KSh 46,500",/listings/2-bedroom-apartment-for-rent-3466558,2,2,2
Opus Properties,Kiambaa,Ruaka,"KSh 47,000",/listings/3-bedroom-apartment-for-rent-ruaka-3444432,3,3,2
Sunland Real Estates Limited,Langata,"SANGALE ROAD, SANGALE ROAD, Nairobi West","KSh 48,000",/listings/2-bedroom-apartment-for-rent-nairobi-west-3466235,2,2,
Phillavilla,Ngong Road,Ngong Road,"KSh 48,000",/listings/2-bedroom-apartment-for-rent-3462724,2,2,3
Pam Golding Properties,Dagoretti North,Kilimani,"KSh 48,000",/listings/1-bedroom-apartment-for-rent-kilimani-3450303,1,1,1
Tulua Meraki,Langata,"Ole Sangale, Madaraka","KSh 48,000",/listings/2-bedroom-apartment-for-rent-madaraka-3443998,48,2,1
Diamond City Villas,Langata,":, Hardy, Karen, Karen","KSh 48,000",/listings/2-bedroom-apartment-for-rent-karen-3468222,4500,2,2
Civic Capital,Langata,"Likoni Road, South B","KSh 48,000",/listings/3-bedroom-apartment-for-rent-south-b-3443554,3,3,2
Swiveltrend Ltd,Kiambaa,"Limuru Road, Ruaka","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ruaka-3436987,10118,3,2
Tuvilani Ventures Enterprice,Nyali,"Cinemax, Cinemax, Nyali Area","KSh 50,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466472,130,3,3
Range Wide Properties,Westlands,Waiyaki Way,"KSh 50,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3462967,2,2,2
Range Wide Properties,Dagoretti North,Kileleshwa,"KSh 50,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463020,2,2,
Buy Rent Shelters,Westlands,"New Kitisuru, Kitisuru","KSh 50,000",/listings/3-bedroom-apartment-for-rent-kitisuru-3464584,3,3,2
Buy Rent Shelters,Kiambu Road,"Kiambu Rd, Thindigua, Kiambu Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-3465006,3,3,3
Westside Real Estate,Langata,"6, Bukani Road, Nairobi West","KSh 50,000",/listings/3-bedroom-apartment-for-rent-nairobi-west-3462159,150,3,1
Rescom Ventures Ltd,Kiambaa,"Kamiti Road, Kamiti","KSh 50,000",/listings/3-bedroom-apartment-for-rent-kamiti-1-3421976,130,3,2
Cfs Homes,Westlands,Westlands Area,"KSh 50,000",/listings/1-bedroom-apartment-for-rent-westlands-area-3438403,1,1,
Diamond City Villas,Langata,"Rhino park road, Karen","KSh 50,000",/listings/2-bedroom-apartment-for-rent-karen-3466471,4500,2,2
Canaan Properties,Ngong Road,"Racecourse, Ngando Area, Ngong Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ngong-road-3432835,3,3,2
Fairdeal Properties Limited,Ngong Road,Ngong Road,"KSh 50,000",/listings/3-bedroom-apartment-for-rent-ngong-road-3433150,3,3,2
Royani Properties Limited,Kiambu Road,"Kiambu Rd, Kiambu Road","KSh 50,000",/listings/2-bedroom-apartment-for-rent-3377671,2,2,2
Royani Properties Limited,Kiambu Road,"Fourways Junction Estate, Kiambu Road","KSh 50,000",/listings/2-bedroom-apartment-for-rent-2-3440522,80,2,2
Royani Properties Limited,Kiambu Road,"Migaa, Kiambu Road","KSh 50,000",/listings/furnished-1-bedroom-apartment-for-rent-1-3457271,1,1,1
Pmc Estates Limited,Embakasi,Imara Daima,"KSh 50,000",/listings/3-bedroom-apartment-for-rent-imara-daima-3441143,3,3,
Civic Capital,Langata,Nairobi West,"KSh 50,000",/listings/3-bedroom-apartment-for-rent-nairobi-west-3409091,3,3,2
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 50,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3462852,1,1,1
Levindia Properties,Kiambu Road,"kiambu road, kiambu road, Kiambu Road","KSh 50,000",/listings/3-bedroom-apartment-for-rent-kiambu-road-3460995,300,3,3
Landmark Realtors Ltd,Thindigua,Thindigua,"KSh 50,000",/listings/3-bedroom-apartment-for-rent-thindigua-1-3454142,3,3,
Gimco Limited,Langata,Upper Hill,"KSh 50,000",/listings/2-bedroom-apartment-for-rent-upper-hill-1-3428820,2,2,
Regent Management Ltd,Embakasi,Imara Daima,"KSh 50,000",/listings/3-bedroom-apartment-for-rent-imara-daima-3464583,3,3,2
Real Management Services 2002Limited,Westlands,"1 Ojijo, Parklands","KSh 50,000",/listings/2-bedroom-apartment-for-rent-parklands-1489,2,2,1
Pam Golding Properties,Langata,Upper Hill,"KSh 50,000",/listings/1-bedroom-apartment-for-rent-upper-hill-3447747,1,1,1
Links Properties,Kajiado North,"Zambia Road, Ngong","KSh 50,000",/listings/3-bedroom-apartment-for-rent-ngong-3466122,3,3,3
Fitsher Homes Ltd,Kiambu Road,Kiambu Road,"KSh 50,000",/listings/3-bedroom-apartment-for-rent-3466792,3,3,3
Naftal Properties,Dagoretti North,Kilimani,"KSh 50,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3466369,1,1,
Dunhill Consulting Limited,Westlands,Waiyaki Way,"KSh 50,000",/listings/studio-apartment-for-rent-waiyaki-way-3465273,0,0,1
Fitsher Homes Ltd,Kiambaa,Ruaka,"KSh 51,000",/listings/3-bedroom-apartment-for-rent-ruaka-3466828,3,3,3
Absolute Estate Agents,Dagoretti North,"riara road, Riara Road","KSh 52,000",/listings/2-bedroom-apartment-for-rent-riara-road-3467537,2,2,2
Levindia Properties,Kiambu Road,"kiambu road, kiambu road, Kiambu Road","KSh 52,000",/listings/2-bedroom-apartment-for-rent-kiambu-road-3460998,300,2,3
Apogee Realty Homes,Kiambu Road,Kiambu Road,"KSh 52,000",/listings/2-bedroom-apartment-for-rent-2-3449160,2,2,2
Unique Casles Management Ltd,Dagoretti North,"Milimani, Kilimani","KSh 52,500",/listings/2-bedroom-apartment-for-rent-kilimani-3461149,2,2,1
Swiveltrend Ltd,Kiambaa,"Limuru Road, Ruaka","KSh 54,000",/listings/3-bedroom-apartment-for-rent-ruaka-3417792,20235,3,3
Homekenya24,Kiambaa,Ruaka,"KSh 54,000",/listings/3-bedroom-apartment-for-rent-ruaka-3468002,3,3,2
Crystal Valuers Ltd,Dagoretti South,"Four Points Apartments, Uthiru/Ruthimitu","KSh 55,000",/listings/2-bedroom-apartment-for-rent-uthiru-ruthimitu-3378682,94,2,2
Prime Lands,Dagoretti North,Kilimani,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-kilimani-3464218,2,2,2
Green Knight Properties,Dagoretti North,"Gatundu road , Kileleshwa","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kileleshwa-3449875,1,1,1
Real Management Services 2002Limited,Westlands,"Rhaphta Road, Waiyaki Way","KSh 55,000",/listings/3-bedroom-apartment-for-rent-waiyaki-way-3397488,3,3,1
Range Wide Properties,Dagoretti North,Kileleshwa,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3463044,2,2,2
Range Wide Properties,Westlands,Rhapta Road,"KSh 55,000",/listings/1-bedroom-apartment-for-rent-rhapta-road-3463086,1,1,2
El Roi Properties,Kiambu Road,Kiambu Road,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-3462120,3,3,2
Buy Rent Shelters,Thindigua,"Kiambu Rd, Thindigua","KSh 55,000",/listings/3-bedroom-apartment-for-rent-3463071,3,3,3
Wealthlink Realtors Ltd,Roysambu,Kahawa West,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-kahawa-west-3464079,2,2,2
Masterways Properties Ltd,Dagoretti North,"Wanyee Road, Naivasha Road","KSh 55,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3464431,3,3,2
Kimachas Enterprises,Nyali,"Nyali primary, Nyali, Nyali Area","KSh 55,000",/listings/furnished-2-bedroom-apartment-for-rent-nyali-area-3463075,2000,2,2
Royani Properties Limited,Kiambu Road,"Fourways Junction Estate, Kiambu Road","KSh 55,000",/listings/2-bedroom-apartment-for-rent-3447984,2,2,2
Links Properties,Ngong Road,"Ngong Road, Ngong Road","KSh 55,000",/listings/2-bedroom-apartment-for-rent-ngong-road-3465506,2,2,1
Dalizu Holdings Limited,Dagoretti North,Lavington,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-lavington-3458910,2,2,2
Ever Forgarden,Dagoretti North,"Denis Pritt, Kilimani","KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-3467109,1,1,1
Hanspace Limited,Dagoretti South,"Off Naivasha road, Dagoretti Corner","KSh 55,000",/listings/3-bedroom-apartment-for-rent-dagoretti-corner-3431270,3,3,2
Fredrick Kimathi,Nyali,"5th avenue, Citymall Nyali, Nyali Area","KSh 55,000",/listings/2-bedroom-apartment-for-rent-nyali-area-3465895,2,2,
Levindia Properties,Kiambu Road,"kiambu road, kiambu road, Kiambu Road","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kiambu-road-3465600,260,3,3
Liflac Properties,Westlands,Loresho,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3-3418158,107,2,2
Splendor Holdings,Dagoretti North,Kilimani,"KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-3462371,1,1,1
Swiveltrend Ltd,Kiambaa,"Limuru Road, Ruaka","KSh 55,000",/listings/3-bedroom-apartment-for-rent-ruaka-3417446,8094,3,2
Swiveltrend Ltd,Westlands,Loresho,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3445594,40470,2,3
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kilimani,"KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-3444059,1,1,2
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 55,000",/listings/2-bedroom-apartment-for-rent-kilimani-3468508,2,2,2
Range Wide Properties,Dagoretti North,Lavington,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-lavington-3463011,3,3,2
Absolute Estate Agents,Dagoretti North,Kileleshwa,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3464697,3,3,3
Masterways Properties Ltd,Westlands,"Riverside Mews, Riverside","KSh 55,000",/listings/1-bedroom-apartment-for-rent-riverside-3460232,1,1,1
Wealthlink Realtors Ltd,Westlands,Loresho,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3463653,2,2,2
Wealthlink Realtors Ltd,Roysambu,Kahawa West,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-kahawa-west-3463896,3,3,2
Furaha Properties,Mombasa CBD,Mombasa CBD,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-mombasa-cbd-1-3414145,3,3,2
Furaha Properties,Nyali,Nyali Area,"KSh 55,000",/listings/furnished-1-bedroom-apartment-for-rent-nyali-area-3439758,1,1,2
Splendour Real Estate,Roysambu,Kahawa West,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-kahawa-west-3467513,3,3,
Fitsher Homes Ltd,Kiambu Road,Kiambu Road,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-3466753,3,3,4
Pmc Estates Limited,Kiambu Road,Kiambu Road,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-3467896,3,3,
Phillavilla,Westlands,Mountain View,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-mountain-view-3466386,2,2,2
Trisums Investments Company Limited,Westlands,Kitisuru,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-kitisuru-3460640,110,2,2
Tuvilani Ventures Enterprice,Nyali,"Nyali links road, Nyali links road, Nyali Area","KSh 55,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3466362,3,3,4
Canaan Properties,Dagoretti North,Kilimani,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-kilimani-3464668,2,2,2
Abec Real Estate,Westlands,"Mwimuto, New Kitusuru","KSh 55,000",/listings/2-bedroom-apartment-for-rent-new-kitusuru-3462250,2,2,2
Habitat Realtors International Ltd,Langata,"Karenend Apartments, Karinde, Karen","KSh 55,000",/listings/2-bedroom-apartment-for-rent-karen-3468311,95,2,2
Prudential Green Ville,Westlands,"waiyaki, waiyaki, Loresho","KSh 55,000",/listings/2-bedroom-apartment-for-rent-loresho-3467780,2,2,2
Homekenya24,Thindigua,Thindigua,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-3457165,3,3,3
Range Wide Properties,Dagoretti North,Lavington,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-lavington-3464806,2,2,2
Royani Properties Limited,Kiambu Road,"Fourways Junction Estate, Kiambu Road","KSh 55,000",/listings/2-bedroom-apartment-for-rent-3460753,80,2,2
Origin Homes,Dagoretti North,Kilimani,"KSh 55,000",/listings/1-bedroom-apartment-for-rent-kilimani-1-3449304,1,1,1
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kileleshwa,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3466275,3,3,4
Absolute Estate Agents,Dagoretti North,Kileleshwa,"KSh 55,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463548,3,3,3
Pmc Estates Limited,Dagoretti North,"Statehouse Crescent, Off Statehouse Road, State House","KSh 55,000",/listings/2-bedroom-apartment-for-rent-state-house-3450210,2,2,
Pmc Estates Limited,Dagoretti North,Kileleshwa,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3467905,2,2,
Kitheka Musyoka,Nyali,"nyali, nyali road, Mkomani","KSh 55,000",/listings/2-bedroom-apartment-for-rent-mkomani-3467475,2,2,2
Civic Capital,Langata,Upper Hill,"KSh 55,000",/listings/2-bedroom-apartment-for-rent-upper-hill-3431053,2,2,1
Red Knot Limited,Kabete,"kinoo 87/Uthiru, Kinoo","KSh 55,000",/listings/3-bedroom-apartment-for-rent-kinoo-3461452,3,3,3
Apogee Realty Homes,Kiambu Road,"Thindigua, Kiambu Road","KSh 56,000",/listings/3-bedroom-apartment-for-rent-2-3455846,3,3,2
Wealthlink Realtors Ltd,Thindigua,Thindigua,"KSh 56,000",/listings/3-bedroom-apartment-for-rent-3468681,3,3,4
Royani Properties Limited,Roysambu,"Thika Road, Kahawa","KSh 57,750",/listings/4-bedroom-apartment-for-rent-kahawa-3461447,4,4,2
City Homes Kenya Real Estate,Dagoretti North,"Kangundo Road, Kileleshwa","KSh 58,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3430297,2,2,
Crystal Valuers Ltd,Westlands,"Chinga Dam Apartments, Iregi Road, Parklands","KSh 58,500",/listings/3-bedroom-apartment-for-rent-parklands-3448470,3,3,2
City Homes Kenya Real Estate,Westlands,"Rhapta road, Rhapta Road","KSh 59,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3458769,2,2,
Swiveltrend Ltd,Westlands,Loresho,"KSh 60,000",/listings/3-bedroom-apartment-for-rent-loresho-3404436,125,3,3
Regent Management Ltd,Dagoretti North,Naivasha Road,"KSh 60,000",/listings/3-bedroom-apartment-for-rent-naivasha-road-3464581,3,3,2
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kilimani,"KSh 60,000",/listings/1-bedroom-apartment-for-rent-kilimani-3467271,1,1,1
Green Knight Properties,Dagoretti North,"George Pardmore lane, Kilimani","KSh 60,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3465726,1,1,1
Canaan Properties,Ngong,Jamhuri,"KSh 60,000",/listings/3-bedroom-apartment-for-rent-jamhuri-3462956,3,3,2
Canaan Properties,Dagoretti North,Lavington,"KSh 60,000",/listings/2-bedroom-apartment-for-rent-lavington-3463308,2,2,2
Real Management Services 2002Limited,Dagoretti North,"1, Riara, Kilimani","KSh 60,000",/listings/2-bedroom-apartment-for-rent-kilimani-1488,2,2,1
Absolute Estate Agents,Dagoretti North,Kileleshwa,"KSh 60,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3453545,2,2,
Paradigm Homes,Dagoretti North,Riara Road,"KSh 60,000",/listings/2-bedroom-apartment-for-rent-riara-road-3411875,2,2,2
Lavingtonmanagement,Dagoretti North,"Riara, Lavington","KSh 60,000",/listings/2-bedroom-apartment-for-rent-lavington-3438345,2,2,
Lavingtonmanagement,Dagoretti North,"Kasuku Center, Kileleshwa","KSh 60,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3468239,3,3,2
Prudential Green Ville,Dagoretti North,"kileleshwa, kileleshwa, Kileleshwa","KSh 60,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3461792,2,2,2
